ID	CID	YEAR	CA	RADDIST	ANGLE	XCAL	YCAL	XPIX	YPIX	RADDISTR	RRADDISTR	CWTALL
LOT_PICEA	5948	2011	553	112329	179.493	993	112325	6517	13121	404	73.64	3.43
LOT_PICEA	5949	2011	772	112333	179.326	1321	112326	7284	13123	410	71.19	3.13
LOT_PICEA	5950	2011	463	112325	179.754	483	112324	5323	13118	448	77.88	3.28
LOT_PICEA	5951	2011	304	112328	179.588	808	112325	6084	13121	387	74.01	3.44
LOT_PICEA	5952	2011	396	112327	179.943	113	112327	4455	13125	462	80.2	3.37
LOT_PICEA	5953	2011	772	112330	179.689	610	112329	5619	13130	431	77.56	3.35
LOT_PICEA	5954	2011	506	112328	180.21	-412	112327	3226	13126	400	74.38	3.32
LOT_PICEA	5955	2011	389	112339	179.232	1505	112329	7717	13132	441	74.11	2.7
LOT_PICEA	5956	2011	518	112325	180.016	-31	112325	4119	13122	444	80.68	3.12
LOT_PICEA	5957	2011	750	112328	179.963	72	112328	4360	13129	450	80.02	3.23
LOT_PICEA	5958	2011	181	112329	179.557	868	112325	6225	13122	393	73.1	3.56
LOT_PICEA	5959	2011	433	112327	179.815	362	112326	5040	13124	466	81.46	3.85
LOT_PICEA	5960	2011	201	112327	180.067	-130	112327	3886	13126	437	80.91	4.12
LOT_PICEA	5961	2011	144	112326	180.058	-113	112326	3926	13123	439	80.88	3.58
LOT_PICEA	5962	2011	460	112336	179.419	1138	112330	6857	13133	432	75.29	3.32
LOT_PICEA	5963	2011	628	112337	179.264	1443	112328	7570	13127	427	73.66	3.19
LOT_PICEA	5964	2011	525	112329	180.033	-64	112329	4041	13131	450	81.66	2.74
LOT_PICEA	5965	2011	959	112334	179.927	144	112334	4528	13142	470	81.84	3.32
LOT_PICEA	5966	2011	593	112344	179.38	1217	112337	7041	13150	445	75.27	3.14
LOT_PICEA	5967	2011	494	112332	180.047	-91	112332	3977	13137	450	82.42	2.68
LOT_PICEA	5968	2011	780	112334	180.24	-471	112333	3087	13139	418	77.07	3.3
LOT_PICEA	5969	2011	49	112328	180.093	-183	112328	3763	13129	433	80.61	3.81
LOT_PICEA	5970	2011	441	112333	180.135	-264	112333	3573	13140	423	79.16	3.37
LOT_PICEA	5971	2011	603	112337	179.672	642	112335	5695	13145	429	77.33	3.64
LOT_PICEA	5972	2011	396	112334	179.639	708	112332	5850	13138	402	75.99	3.57
LOT_PICEA	5973	2011	470	112338	179.51	961	112334	6442	13143	408	75.33	3.24
LOT_PICEA	5974	2011	364	112332	179.832	329	112331	4962	13136	478	82.72	2.96
LOT_PICEA	5975	2011	465	112335	180.149	-293	112334	3505	13143	417	77.94	3.2
LOT_PICEA	5976	2011	397	112345	179.175	1618	112333	7982	13140	448	73.61	3.15
LOT_PICEA	5977	2011	207	112333	180.002	-4	112333	4182	13141	454	82.1	3.4
LOT_PICEA	5978	2011	631	112347	179.246	1478	112337	7654	13150	446	75.44	2.85
LOT_PICEA	5979	2011	414	112342	179.394	1189	112335	6975	13146	442	75.35	4.11
LOT_PICEA	5980	2011	965	112339	180.265	-520	112338	2973	13152	435	79.48	3.13
LOT_PICEA	5981	2011	498	112338	179.892	212	112338	4687	13152	482	84.29	3.44
LOT_PICEA	5982	2011	975	112349	179.453	1072	112344	6703	13167	431	78.18	3.29
LOT_PICEA	5983	2011	833	112353	179.14	1687	112340	8143	13157	439	72.08	2.75
LOT_PICEA	5984	2011	772	112341	179.875	245	112341	4765	13159	482	84.33	3.88
LOT_PICEA	5985	2011	261	112338	179.703	582	112337	5554	13149	445	80.85	3.14
LOT_PICEA	5986	2011	475	112343	180.371	-728	112341	2485	13158	472	81.09	3.08
LOT_PICEA	5987	2011	753	112350	179.35	1274	112343	7175	13163	445	75.17	3.2
LOT_PICEA	5988	2011	799	112356	179.122	1721	112343	8223	13164	439	71.73	3.03
LOT_PICEA	5989	2011	408	112342	180.345	-677	112340	2605	13156	466	80	3
LOT_PICEA	5990	2011	177	112344	179.611	763	112342	5977	13160	409	78.73	4.07
LOT_PICEA	5991	2011	148	112346	179.409	1158	112340	6904	13157	443	75.94	3.24
LOT_PICEA	5992	2011	426	112343	179.715	560	112342	5502	13160	452	82.44	3.4
LOT_PICEA	5993	2011	708	112344	179.772	447	112343	5239	13163	474	82.41	3.58
LOT_PICEA	5994	2011	318	112341	180.225	-441	112340	3158	13157	420	78.84	3.43
LOT_PICEA	5995	2011	153	112340	180.098	-193	112340	3739	13157	445	82.65	3.41
LOT_PICEA	5996	2011	813	112346	179.572	839	112343	6157	13162	410	77.15	3.35
LOT_PICEA	5997	2011	543	112344	180.307	-601	112342	2782	13162	455	80.86	2.99
LOT_PICEA	5998	2011	167	112342	180.162	-318	112341	3447	13159	421	77.62	3.51
LOT_PICEA	5999	2011	550	112346	179.624	738	112344	5920	13165	410	78.99	3.59
LOT_PICEA	6000	2011	927	112347	179.982	35	112347	4274	13174	466	84.83	3.3
LOT_PICEA	6001	2011	289	112350	179.467	1045	112345	6638	13169	430	78.04	2.87
LOT_PICEA	6002	2011	266	112344	180.119	-234	112344	3643	13166	441	81.74	3.43
LOT_PICEA	6003	2011	235	112342	180.108	-212	112341	3695	13160	445	82.01	3.41
LOT_PICEA	6004	2011	538	112347	179.909	179	112347	4611	13172	486	84.43	3.44
LOT_PICEA	6005	2011	422	112355	179.367	1242	112349	7101	13177	453	76.56	2.83
LOT_PICEA	6006	2011	401	112350	179.434	1110	112345	6791	13168	438	77.8	4.13
LOT_PICEA	6007	2011	307	112347	179.6	784	112344	6027	13166	405	78.48	3.81
LOT_PICEA	6008	2011	577	112357	179.31	1353	112348	7359	13176	434	75.75	3.02
LOT_PICEA	6009	2011	597	112349	180.324	-635	112347	2704	13173	471	81.61	2.57
LOT_PICEA	6010	2011	907	112358	179.285	1402	112349	7476	13179	443	76.42	3.1
LOT_PICEA	6011	2011	426	112350	180.358	-702	112348	2547	13175	476	82.27	2.75
LOT_PICEA	6012	2011	555	112351	179.653	680	112349	5783	13178	427	79.07	3.69
LOT_PICEA	6013	2011	300	112345	180.084	-164	112345	3807	13167	450	82.89	4.07
LOT_PICEA	6014	2011	139	112358	179.185	1598	112346	7934	13171	461	76.93	3.22
LOT_PICEA	6015	2011	769	112363	179.158	1651	112351	8058	13183	456	74.59	3.22
LOT_PICEA	6016	2011	866	112353	180.288	-565	112351	2868	13183	464	81.08	3.56
LOT_PICEA	6017	2011	711	112352	179.731	528	112351	5429	13182	474	84.01	3.59
LOT_PICEA	6018	2011	479	112352	179.526	930	112348	6370	13175	417	76.25	3.54
LOT_PICEA	6019	2011	554	112354	179.547	889	112351	6273	13182	417	76.38	3.8
LOT_PICEA	6020	2011	487	112351	179.754	483	112350	5323	13180	474	82.39	3.43
LOT_PICEA	6021	2011	439	112358	179.479	1021	112353	6583	13188	436	79.3	3.17
LOT_PICEA	6022	2011	261	112365	179.299	1374	112357	7409	13196	444	77.35	3.44
LOT_PICEA	6023	2011	258	112353	179.588	808	112350	6084	13179	412	78.81	3.24
LOT_PICEA	6024	2011	573	112351	180.016	-31	112351	4118	13183	470	85.41	3.24
LOT_PICEA	6025	2011	592	112353	179.792	408	112352	5146	13184	494	85.22	4.17
LOT_PICEA	6026	2011	763	112365	179.219	1531	112354	7778	13190	480	78.16	2.91
LOT_PICEA	6027	2011	153	112349	180.059	-116	112349	3919	13178	462	85.18	3.95
LOT_PICEA	6028	2011	699	112355	179.851	293	112355	4878	13191	495	86.55	3.32
LOT_PICEA	6029	2011	626	112360	179.494	992	112355	6514	13193	435	79.3	3.32
LOT_PICEA	6030	2011	1033	112371	179.199	1570	112360	7870	13203	477	78.84	3.1
LOT_PICEA	6031	2011	553	112359	180.4	-785	112356	2353	13195	502	84.91	3.18
LOT_PICEA	6032	2011	530	112361	179.327	1319	112353	7280	13187	438	75.99	3.41
LOT_PICEA	6033	2011	545	112361	179.265	1442	112352	7569	13185	451	77.79	3
LOT_PICEA	6034	2011	206	112351	180.211	-414	112351	3222	13181	424	78.96	3.63
LOT_PICEA	6035	2011	42	112352	180.127	-249	112352	3608	13185	446	83.04	4.09
LOT_PICEA	6036	2011	502	112356	179.816	362	112355	5038	13192	496	86.67	3.63
LOT_PICEA	6037	2011	142	112360	179.559	866	112357	6219	13197	425	79.53	4.05
LOT_PICEA	6038	2011	512	112357	180.177	-348	112356	3376	13195	431	80.4	5.3
LOT_PICEA	6039	2011	544	112361	180.385	-756	112358	2421	13199	491	84.93	3.31
LOT_PICEA	6040	2011	320	112355	179.942	113	112355	4456	13191	491	85.24	3.63
LOT_PICEA	6041	2011	567	112357	179.832	329	112356	4963	13195	503	87.03	3.33
LOT_PICEA	6042	2011	139	112364	179.234	1503	112354	7712	13188	464	78.07	2.03
LOT_PICEA	6043	2011	593	112359	180.033	-65	112359	4038	13201	480	87.09	3.32
LOT_PICEA	6044	2011	572	112358	179.963	73	112358	4362	13198	480	85.31	3.27
LOT_PICEA	6045	2011	367	112363	179.42	1138	112357	6858	13197	459	80	3.5
LOT_PICEA	6046	2011	378	112361	179.639	707	112359	5847	13201	430	81.2	3.85
LOT_PICEA	6047	2011	552	112373	179.176	1617	112361	7978	13206	476	78.31	3.5
LOT_PICEA	6048	2011	213	112356	180.047	-93	112356	3974	13195	474	86.85	3.15
LOT_PICEA	6049	2011	593	112361	179.69	609	112359	5617	13201	462	83.13	3.6
LOT_PICEA	6050	2011	206	112358	180.002	-4	112358	4181	13199	479	86.6	3.68
LOT_PICEA	6051	2011	1033	112370	180.239	-468	112369	3094	13224	454	83.72	3.17
LOT_PICEA	6052	2011	313	112357	180.15	-294	112357	3503	13196	440	82.23	3.43
LOT_PICEA	6053	2011	45	112357	180.092	-181	112356	3766	13195	461	85.73	4.9
LOT_PICEA	6054	2011	155	112362	180.068	-133	112362	3880	13208	471	87.27	4.46
LOT_PICEA	6055	2011	494	112366	179.51	961	112362	6442	13207	435	80.32	3.29
LOT_PICEA	6056	2011	402	112368	179.395	1187	112362	6972	13208	468	79.83	3.33
LOT_PICEA	6057	2011	245	112360	180.135	-265	112360	3570	13203	449	84.05	3.65
LOT_PICEA	6058	2011	352	112368	180.223	-437	112368	3167	13221	447	83.82	3.28
LOT_PICEA	6059	2011	381	112363	179.893	210	112363	4683	13211	507	88.71	3.28
LOT_PICEA	6060	2011	196	112365	179.704	581	112363	5552	13211	471	85.74	3.37
LOT_PICEA	6061	2011	719	112378	179.247	1477	112369	7651	13223	477	80.77	3.34
LOT_PICEA	6062	2011	940	112368	180.266	-522	112367	2969	13220	465	84.84	3.38
LOT_PICEA	6063	2011	639	112367	179.926	145	112366	4532	13219	503	87.59	3.44
LOT_PICEA	6064	2011	308	112368	180.345	-677	112366	2604	13218	492	84.46	3.87
LOT_PICEA	6065	2011	94	112372	179.41	1158	112366	6904	13218	469	80.4	3.61
LOT_PICEA	6066	2011	134	112366	180.162	-318	112366	3447	13217	446	82.22	3.68
LOT_PICEA	6067	2011	258	112365	180.108	-212	112365	3695	13215	469	86.44	3.5
LOT_PICEA	6068	2011	92	112365	180.098	-193	112365	3739	13216	470	87.28	3.12
LOT_PICEA	6069	2011	393	112370	179.673	641	112368	5693	13222	461	83.1	4.13
LOT_PICEA	6070	2011	466	112370	180.308	-603	112369	2778	13223	481	85.46	3.78
LOT_PICEA	6071	2011	460	112379	179.381	1214	112372	7036	13232	481	81.37	3.03
LOT_PICEA	6072	2011	387	112374	180.372	-730	112372	2481	13230	503	86.43	3.74
LOT_PICEA	6073	2011	298	112370	179.715	559	112369	5500	13224	480	87.52	3.74
LOT_PICEA	6074	2011	666	112378	179.351	1274	112371	7175	13229	474	80.07	3.08
LOT_PICEA	6075	2011	859	112386	179.14	1686	112374	8141	13235	473	77.67	2.98
LOT_PICEA	6076	2011	272	112370	179.601	783	112368	6025	13221	429	83.15	3.88
LOT_PICEA	6077	2011	448	112374	180.209	-410	112373	3231	13234	445	82.79	3.65
LOT_PICEA	6078	2011	516	112372	179.771	449	112372	5242	13230	503	87.45	3.77
LOT_PICEA	6079	2011	200	112369	180.119	-234	112369	3642	13225	466	86.37	3.71
LOT_PICEA	6080	2011	544	112374	179.624	737	112371	5918	13230	437	84.22	3.94
LOT_PICEA	6081	2011	246	112369	180.084	-164	112369	3807	13224	474	87.31	4.87
LOT_PICEA	6082	2011	360	112372	179.572	840	112369	6158	13223	436	82.04	4
LOT_PICEA	6083	2011	100	112369	180.059	-115	112369	3921	13223	482	88.85	3.98
LOT_PICEA	6084	2011	215	112374	179.469	1042	112369	6632	13225	454	82.39	3.01
LOT_PICEA	6085	2011	452	112379	179.434	1110	112373	6792	13234	466	82.78	3.99
LOT_PICEA	6086	2011	420	112372	179.876	243	112371	4760	13230	512	89.6	3.75
LOT_PICEA	6087	2011	277	112380	179.367	1241	112373	7098	13235	478	80.8	2.45
LOT_PICEA	6088	2011	615	112379	180.325	-638	112377	2697	13243	501	86.67	3.85
LOT_PICEA	6089	2011	428	112374	179.908	180	112374	4613	13236	513	89.13	3.54
LOT_PICEA	6090	2011	729	112392	179.122	1722	112379	8224	13248	475	77.62	3.32
LOT_PICEA	6091	2011	262	112377	179.588	809	112374	6086	13235	436	83.35	3.76
LOT_PICEA	6092	2011	96	112379	179.611	763	112377	5978	13242	444	85.48	4.26
LOT_PICEA	6093	2011	418	112382	180.359	-705	112380	2540	13250	509	87.94	3.98
LOT_PICEA	6094	2011	548	112382	179.526	930	112378	6370	13246	447	81.73	3.76
LOT_PICEA	6095	2011	496	112388	179.311	1352	112380	7358	13250	465	81.16	2.76
LOT_PICEA	6096	2011	345	112376	179.754	482	112375	5319	13239	500	86.81	3.55
LOT_PICEA	6097	2011	522	112385	179.265	1441	112376	7566	13240	475	81.93	3.23
LOT_PICEA	6098	2011	398	112376	180.016	-32	112376	4116	13241	494	89.78	3.57
LOT_PICEA	6099	2011	490	112377	179.982	35	112377	4274	13244	497	90.48	3.85
LOT_PICEA	6100	2011	810	112388	179.453	1072	112383	6702	13258	470	85.3	3.88
LOT_PICEA	6101	2011	689	112389	179.286	1401	112381	7472	13252	473	81.65	3.28
LOT_PICEA	6102	2011	95	112387	179.186	1596	112376	7929	13240	490	81.82	4.11
LOT_PICEA	6103	2011	63	112376	180.128	-251	112376	3602	13241	469	87.39	3.94
LOT_PICEA	6104	2011	615	112387	179.327	1319	112380	7281	13249	465	80.68	3.14
LOT_PICEA	6105	2011	360	112378	179.792	408	112377	5146	13243	520	89.72	5.42
LOT_PICEA	6106	2011	453	112379	180.149	-293	112379	3504	13248	462	86.36	3.58
LOT_PICEA	6107	2011	495	112381	179.731	528	112379	5427	13249	502	88.97	3.99
LOT_PICEA	6108	2011	359	112381	179.654	679	112379	5783	13249	457	84.6	3.83
LOT_PICEA	6109	2011	289	112392	179.235	1501	112382	7708	13254	492	82.87	3.01
LOT_PICEA	6110	2011	626	112385	180.29	-569	112383	2859	13258	498	86.64	4.24
LOT_PICEA	6111	2011	621	112387	179.548	887	112384	6269	13259	450	82.47	3.3
LOT_PICEA	6112	2011	132	112377	180.048	-94	112377	3970	13242	494	90.58	4.26
LOT_PICEA	6113	2011	662	112396	179.159	1650	112384	8056	13260	489	79.96	3.37
LOT_PICEA	6114	2011	214	112378	179.942	113	112378	4456	13246	514	89.24	3.96
LOT_PICEA	6115	2011	296	112385	179.48	1020	112381	6581	13252	463	84.22	3.26
LOT_PICEA	6116	2011	684	112394	179.219	1532	112383	7780	13258	509	82.88	3.12
LOT_PICEA	6117	2011	323	112380	179.851	293	112380	4877	13250	521	91.1	3.66
LOT_PICEA	6118	2011	322	112389	179.42	1137	112384	6854	13258	485	84.58	3.9
LOT_PICEA	6119	2011	286	112380	179.833	327	112380	4958	13250	526	91.13	3.82
LOT_PICEA	6120	2011	133	112381	180.003	-5	112381	4179	13252	502	90.71	3.92
LOT_PICEA	6121	2011	513	112384	179.963	72	112384	4359	13261	506	90	3.7
LOT_PICEA	6122	2011	602	112390	179.495	990	112386	6509	13264	465	84.76	3.66
LOT_PICEA	6123	2011	266	112383	179.816	361	112382	5036	13256	523	91.34	4.37
LOT_PICEA	6124	2011	241	112385	180.401	-787	112382	2348	13255	528	89.31	4.17
LOT_PICEA	6125	2011	328	112384	180.178	-349	112384	3374	13259	458	85.46	6
LOT_PICEA	6126	2011	96	112381	180.136	-267	112381	3566	13252	470	88	3.49
LOT_PICEA	6127	2011	295	112384	179.69	609	112382	5617	13255	485	87.27	4
LOT_PICEA	6128	2011	137	112395	179.3	1374	112386	7409	13264	473	82.42	3.22
LOT_PICEA	6129	2011	461	112387	179.893	210	112387	4684	13266	530	92.72	3.19
LOT_PICEA	6130	2011	183	112393	179.559	865	112390	6217	13273	458	85.9	3.17
LOT_PICEA	6131	2011	337	112393	179.396	1186	112386	6968	13265	492	83.99	3.59
LOT_PICEA	6132	2011	328	112383	180.033	-65	112383	4039	13258	505	91.63	3.8
LOT_PICEA	6133	2011	280	112390	179.512	958	112386	6435	13265	459	84.7	3.19
LOT_PICEA	6134	2011	270	112387	179.64	706	112385	5845	13262	456	86.04	3.94
LOT_PICEA	6135	2011	430	112391	180.386	-757	112389	2418	13271	522	90.16	3.83
LOT_PICEA	6136	2011	168	112387	179.705	579	112385	5548	13263	494	90.14	3.84
LOT_PICEA	6137	2011	420	112400	179.176	1616	112389	7976	13271	504	83.03	3.94
LOT_PICEA	6138	2011	45	112384	180.097	-191	112384	3743	13260	489	90.93	3.27
LOT_PICEA	6139	2011	190	112386	180.108	-211	112385	3696	13263	489	90.12	3.8
LOT_PICEA	6140	2011	934	112407	179.2	1570	112396	7870	13287	513	84.76	3.07
LOT_PICEA	6141	2011	166	112390	180.347	-681	112388	2597	13269	514	88.25	3.91
LOT_PICEA	6142	2011	495	112392	179.928	142	112392	4524	13278	528	91.94	3.84
LOT_PICEA	6143	2011	121	112389	180.068	-133	112389	3880	13272	498	92.27	4.71
LOT_PICEA	6144	2011	74	112386	180.058	-115	112386	3923	13264	499	91.96	4.03
LOT_PICEA	6145	2011	461	112391	180.265	-521	112390	2971	13273	487	88.93	3.84
LOT_PICEA	6146	2011	112	112392	180.162	-317	112391	3447	13277	471	86.83	3.71
LOT_PICEA	6147	2011	504	112396	179.573	838	112392	6155	13279	459	86.39	3.91
LOT_PICEA	6148	2011	316	112398	179.469	1042	112393	6633	13280	477	86.57	3.19
LOT_PICEA	6149	2011	133	112387	180.085	-168	112387	3798	13267	492	90.68	4.62
LOT_PICEA	6150	2011	281	112394	179.601	783	112391	6025	13276	453	87.8	4.17
LOT_PICEA	6151	2011	292	112393	180.308	-603	112391	2778	13276	503	89.37	3.78
LOT_PICEA	6152	2011	236	112394	180.223	-438	112393	3165	13281	473	88.72	3.84
LOT_PICEA	6153	2011	72	112390	180.119	-234	112389	3642	13272	486	90.08	3.94
LOT_PICEA	6154	2011	132	112392	179.716	557	112391	5495	13276	503	91.5	3.92
LOT_PICEA	6155	2011	195	112394	179.675	638	112392	5686	13278	487	87.78	4.13
LOT_PICEA	6156	2011	125	112391	179.875	245	112391	4765	13276	532	93.08	3.26
LOT_PICEA	6157	2011	551	112405	179.351	1273	112397	7173	13291	500	84.45	3.6
LOT_PICEA	6158	2011	162	112394	179.773	445	112393	5234	13281	525	91.27	4.55
LOT_PICEA	6159	2011	248	112397	179.625	736	112394	5914	13284	460	88.71	4.22
LOT_PICEA	6160	2011	201	112400	179.588	809	112397	6085	13290	459	87.77	3.91
LOT_PICEA	6161	2011	367	112407	179.381	1213	112401	7034	13298	510	86.28	3.06
LOT_PICEA	6162	2011	338	112408	179.248	1475	112398	7647	13293	506	85.78	3.58
LOT_PICEA	6163	2011	418	112406	179.267	1438	112397	7559	13290	496	85.54	3.6
LOT_PICEA	6164	2011	54	112395	180.126	-248	112395	3611	13285	489	91.01	3.94
LOT_PICEA	6165	2011	53	112393	180.048	-94	112393	3971	13280	510	93.5	4
LOT_PICEA	6166	2011	270	112397	180.016	-32	112397	4116	13290	515	93.59	4.1
LOT_PICEA	6167	2011	314	112399	179.756	479	112398	5313	13293	524	91.15	4.63
LOT_PICEA	6168	2011	380	112409	179.368	1240	112402	7096	13301	506	85.54	3.59
LOT_PICEA	6169	2011	520	112400	180.24	-470	112399	3089	13295	484	89.25	3.65
LOT_PICEA	6170	2011	186	112397	180.211	-413	112397	3223	13289	470	87.5	3.94
LOT_PICEA	6171	2011	123	112395	179.793	405	112394	5140	13284	538	92.69	5.22
LOT_PICEA	6172	2011	190	112401	180.373	-731	112398	2478	13293	530	91.08	3.8
LOT_PICEA	6173	2011	176	112398	179.943	112	112398	4453	13293	534	92.68	3.68
LOT_PICEA	6174	2011	163	112396	179.91	177	112396	4606	13287	535	92.91	4.11
LOT_PICEA	6175	2011	62	112396	180.135	-266	112396	3569	13286	485	90.8	4.05
LOT_PICEA	6176	2011	759	112418	179.141	1686	112405	8140	13310	504	82.77	3.29
LOT_PICEA	6177	2011	69	112396	179.835	323	112395	4948	13286	540	93.79	4.6
LOT_PICEA	6178	2011	244	112405	179.435	1109	112400	6789	13297	493	87.69	4.22
LOT_PICEA	6179	2011	66	112403	179.612	760	112400	5972	13297	468	89.98	4.47
LOT_PICEA	6180	2011	207	112399	179.982	35	112399	4273	13294	518	94.3	4.71
LOT_PICEA	6181	2011	183	112400	179.851	292	112399	4876	13295	540	94.42	4.68
LOT_PICEA	6182	2011	156	112403	180.283	-554	112402	2892	13301	509	90.13	4.26
LOT_PICEA	6183	2011	301	112402	180.15	-295	112402	3500	13301	484	90.39	4.09
LOT_PICEA	6184	2011	94	112399	180.003	-5	112399	4179	13295	520	93.97	4.12
LOT_PICEA	6185	2011	291	112415	179.234	1503	112405	7713	13308	515	86.67	2.72
LOT_PICEA	6186	2011	213	112405	180.402	-788	112402	2344	13302	548	92.7	3.89
LOT_PICEA	6187	2011	321	112405	180.325	-638	112403	2696	13303	527	91.16	4.49
LOT_PICEA	6188	2011	53	112401	180.098	-192	112401	3742	13298	505	93.87	3.89
LOT_PICEA	6189	2011	315	112404	179.732	527	112403	5424	13303	525	93.04	4.25
LOT_PICEA	6190	2011	263	112403	179.69	609	112402	5617	13301	504	90.68	4.09
LOT_PICEA	6191	2011	25	112398	180.057	-111	112398	3930	13293	512	94.27	3.47
LOT_PICEA	6192	2011	226	112405	179.654	679	112403	5782	13303	480	88.82	4.18
LOT_PICEA	6193	2011	548	112413	179.328	1319	112406	7281	13310	491	85.17	3.49
LOT_PICEA	6194	2011	733	112418	179.288	1397	112410	7464	13319	502	86.77	3.63
LOT_PICEA	6195	2011	51	112399	180.035	-70	112399	4028	13294	521	94.52	4.31
LOT_PICEA	6196	2011	265	112404	179.892	212	112404	4688	13307	548	95.81	3.52
LOT_PICEA	6197	2011	337	112409	179.527	928	112405	6366	13309	474	86.65	4.11
LOT_PICEA	6198	2011	169	112409	179.481	1018	112404	6577	13307	487	88.62	3.85
LOT_PICEA	6199	2011	177	112406	180.36	-707	112404	2535	13307	534	92.23	4.05
LOT_PICEA	6200	2011	112	112405	179.706	577	112404	5543	13305	512	93.56	3.98
LOT_PICEA	6201	2011	409	112417	179.311	1352	112409	7358	13319	494	86.23	3.5
LOT_PICEA	6202	2011	44	112414	179.301	1371	112406	7403	13310	493	85.95	2.72
LOT_PICEA	6203	2011	137	112403	180.109	-213	112403	3692	13303	506	93.27	4.09
LOT_PICEA	6204	2011	87	112403	179.817	360	112402	5034	13302	543	94.79	5.52
LOT_PICEA	6205	2011	320	112413	179.42	1137	112407	6855	13314	509	88.76	4.19
LOT_PICEA	6206	2011	176	112404	180.086	-169	112404	3796	13306	509	93.89	4.47
LOT_PICEA	6207	2011	106	112406	179.64	707	112404	5848	13306	475	89.69	4.33
LOT_PICEA	6208	2011	129	112405	180.178	-349	112405	3374	13308	479	89.38	6.62
LOT_PICEA	6209	2011	278	112412	179.511	958	112408	6436	13316	481	88.76	3.69
LOT_PICEA	6210	2011	230	112414	179.396	1185	112408	6967	13315	513	87.61	3.99
LOT_PICEA	6211	2011	588	112427	179.123	1720	112414	8220	13329	510	83.4	3.81
LOT_PICEA	6212	2011	79	112403	179.964	71	112403	4358	13304	525	93.42	4.2
LOT_PICEA	6213	2011	523	112421	179.219	1533	112410	7782	13321	536	87.28	2.97
LOT_PICEA	6214	2011	71	112407	180.347	-681	112405	2596	13308	531	91.17	4.24
LOT_PICEA	6215	2011	65	112407	179.717	556	112406	5494	13310	518	94.17	3.76
LOT_PICEA	6216	2011	454	112410	180.264	-518	112409	2977	13318	506	92.51	4.45
LOT_PICEA	6217	2011	73	112405	180.048	-95	112405	3969	13309	523	95.91	3.92
LOT_PICEA	6218	2011	449	112423	179.16	1649	112411	8053	13323	517	84.5	3.52
LOT_PICEA	6219	2011	101	112406	179.876	243	112406	4761	13311	547	95.72	3.8
LOT_PICEA	6220	2011	312	112411	180.305	-599	112410	2787	13319	522	92.8	4.56
LOT_PICEA	6221	2011	58	112408	180.12	-236	112408	3639	13315	504	93.45	4.02
LOT_PICEA	6222	2011	118	112410	179.675	638	112408	5685	13316	503	90.66	3.62
LOT_PICEA	6223	2011	348	112416	179.495	991	112411	6512	13324	491	89.5	4.06
LOT_PICEA	6224	2011	71	112407	179.774	444	112407	5230	13312	539	93.71	4.69
LOT_PICEA	6225	2011	421	112417	179.548	886	112413	6267	13328	479	87.81	3.86
LOT_PICEA	6226	2011	63	112407	179.833	327	112406	4957	13312	552	95.66	4.79
LOT_PICEA	6227	2011	133	112412	180.386	-758	112409	2415	13319	544	93.78	4.16
LOT_PICEA	6228	2011	108	112409	179.793	407	112409	5144	13317	552	95.18	4.95
LOT_PICEA	6229	2011	150	112417	179.469	1041	112412	6631	13325	496	90.01	3.4
LOT_PICEA	6230	2011	90	112410	180.063	-124	112410	3900	13321	521	96.28	4.88
LOT_PICEA	6231	2011	437	112429	179.178	1612	112417	7967	13338	532	87.95	4.89
LOT_PICEA	6232	2011	54	112409	180.136	-267	112409	3564	13318	498	93.25	4.23
LOT_PICEA	6233	2011	66	112413	180.162	-317	112412	3448	13326	492	90.69	4.1
LOT_PICEA	6234	2011	13	112412	180.128	-250	112412	3605	13325	505	94.07	4.06
LOT_PICEA	6235	2011	80	112410	179.928	141	112410	4522	13320	546	95.07	3.79
LOT_PICEA	6236	2011	137	112414	179.601	782	112411	6022	13324	473	91.71	5.25
LOT_PICEA	6237	2011	128	112413	179.625	736	112411	5914	13323	477	91.99	4.58
LOT_PICEA	6238	2011	180	112418	179.455	1070	112412	6697	13326	499	90.74	4.38
LOT_PICEA	6239	2011	47	112410	180.033	-64	112410	4041	13319	531	96.36	3.82
LOT_PICEA	6240	2011	78	112413	180.223	-437	112412	3166	13326	492	92.26	4.45
LOT_PICEA	6241	2011	48	112411	179.91	176	112411	4603	13322	549	95.34	4.71
LOT_PICEA	6242	2011	259	112418	179.573	838	112415	6154	13331	481	90.53	4.52
LOT_PICEA	6243	2011	66	112412	180.016	-31	112412	4119	13325	530	96.3	4.01
LOT_PICEA	6244	2011	62	112413	179.963	72	112413	4359	13327	534	94.99	5.11
LOT_PICEA	6245	2011	63	112414	179.942	113	112414	4456	13329	549	95.31	4.36
LOT_PICEA	6246	2011	106	112416	180.21	-413	112415	3224	13333	488	90.8	4.48
LOT_PICEA	6247	2011	87	112423	179.56	864	112420	6215	13343	488	91.74	3.65
LOT_PICEA	6248	2011	339	112426	179.267	1438	112417	7560	13336	516	88.99	3.58
LOT_PICEA	6249	2011	99	112418	179.692	605	112416	5609	13335	520	93.52	4.18
LOT_PICEA	6250	2011	103	112418	180.373	-732	112416	2476	13333	547	94	3.78
LOT_PICEA	6251	2011	51	112415	180.003	-6	112415	4176	13332	536	96.81	3.96
LOT_PICEA	6252	2011	80	112415	179.982	35	112415	4273	13332	534	97.21	5.28
